,price,symbol
2482,38.205,UFS
2483,0.22,SZC^
2484,37.98,APTI
2485,0.29,INUV
2486,3.85,RRC
2487,10.55,GRSHU
2488,21.36,CVBF
2489,7.475,TREC
2490,0.206,PTX
2491,60.6,HY
2492,2.03,LONE
2493,26.195,CJNK
2494,9.34,UGAZ
2495,5.735,NSL
2496,16.405,PKE
2497,198.98,CI
2498,29.0,RY-T
2499,14.79,AFT
2500,8.85,ADTN
2501,0.1633,SDT
2502,0.0861,RBZAW
2503,0.7,TRVN
2504,21.8,WLKP
2505,22.36,FCTR
2506,37.94,CHGG
2507,43.05,LTL
2508,42.23,SPVM
2509,1.09,PGLC
2510,2.035,REI
2511,24.94,VICI
2512,12.605,AMKR
2513,100.42,XLV
2514,22.825,FLEE
2515,0.55,TRC^#
2516,17.59,SDCI
2517,29.315,ANGL
2518,9.835,CXH
2519,4.85,PPR
2520,45.3,ITB
2521,43.87,JJCB
2522,0.1493,TNTR
2523,18.71,CZZ
2524,44.175,WB
2525,25.91,IBMO
2526,27.325,CHSCL
2527,45.44,AXSM
2528,3.21,TSRI
2529,24.125,ARGT
2530,0.1191,HLTH
2531,14.745,VET
2532,8.55,VIOT
2533,41.97,ERUS
2534,110.87,ABG
2535,10.44,HYACU
2536,4.75,MH-D
2537,1.175,SUNW
2538,183.65,STZ
2539,0.16,RIBTW
2540,5.4,CTG
2541,16.78,MYE
2542,34.9,DMRC
2543,53.465,BDC
2544,1.085,TYME
2545,36.65,FEP
2546,22.845,CDR-C
2547,37.78,EES
2548,2.58,SMSH
2549,44.98,ERY
2550,9.715,KMF
2551,23.84,ETP-D
2552,27.84,AIRR
2553,20.4,OILK
2554,32.33,SAH
2555,20.53,FINS
2556,38.21,STBA
2557,60.055,XLB
2558,36.77,PXSG
2559,42.03,CHFC
2560,9.825,MBTF
2561,24.845,IBDK
2562,25.33,GVA
2563,24.955,INN-E
2564,23.395,DIV
2565,39.51,WF#
2566,5.845,JMIA
2567,3.53,SMTX
2568,25.525,CMO-E
2569,2.75,CCM
2570,57.06,TRNO
2571,82.625,VFMO
2572,54.72,NCLH
2573,130.75,PSCH
2574,79.25,ZJPN
2575,25.37,SCHW-B
2576,7.77,OIA
2577,25.85,ECF-A
2578,21.93,RMI
2579,2.605,EROS
2580,47.27,CWST
2581,7.92,GECC
2582,17.465,OIS
2583,61.85,NEN
2584,0.6282,ALO
2585,23.67,FCAN
2586,7.45,IHD
2587,20.69,EDOG
2588,6.93,NCNA
2589,10.36,RWGE
2590,14.03,VLT
2591,46.345,MAS
2592,24.71,PPHMP
2593,33.72,SPXH
2594,26.87,BUSE
2595,53.52,TKR
2596,0.5201,CYCC
2597,0.07,TDACW
2598,44.79,PSCM
2599,10.21,VEACU
2600,25.86,BCS-D
2601,9.88,EEX
2602,15.48,FMNB
2603,25.58,KEMP
2604,10.72,BCACU
2605,10.735,FHL
2606,8.21,NM-G
2607,632.57,GHC
2608,3.66,MDXG
2609,1.2,PMTS
2610,94.57,INCY
2611,0.2176,ENSV
2612,6.64,IMMR
2613,29.05,WF
2614,27.08,RF-C
2615,2.4,TOUR
2616,13.245,NMRK
2617,69.74,DDS
2618,23.18,STI+B
2619,28.4,OKSB
2620,10.12,CEM
2621,53.74,BG
2622,175.735,CASY
2623,23.31,CUBI
2624,41.66,PRGS
2625,6.87,TCF+
2626,92.72,EXP
2627,30.655,IFGL
2628,25.87,CLNS-E
2629,22.93,AVDR
2630,55.74,PSCF
2631,52.425,SKOR
2632,0.8233,RMBL
2633,26.63,TSCAP
2634,24.91,CMFNL
2635,33.64,ATGE
2636,12.1,ENLK
2637,23.86,LARK
2638,42.615,GLPI
2639,28.18,TYNS
2640,7.27,XES
2641,51.58,OAK
2642,75.08,EMR
2643,155.78,VOT
2644,10.78,EACQU
2645,26.74,ICOW
2646,16.32,BZF
2647,0.272,AUMN
2648,38.81,ECNS
2649,167.75,NDSN
2650,27.955,PKO
2651,21.15,AI-B
2652,0.83,OXBR
2653,52.225,BFS
2654,87.8,TMP
2655,55.365,BSTC
2656,6.08,TGS
2657,25.165,IMO
2658,25.03,HTGX*
2659,39.125,LM
2660,38.62,MINI
2661,25.36,CZFC
2662,1.61,SREV
2663,16.32,AMRC
2664,30.19,TWTR
2665,6.43,GSVC
2666,2.51,YVR
2667,50.925,FLOT
2668,23.97,MFDX
2669,25.31,DSX-B
2670,7.705,AVID
2671,17.85,SIZ
2672,10.87,JFKKU
2673,75.475,BMO
2674,44.75,FXR
2675,83.745,RBC
2676,14.29,ATACU
2677,1.06,SBOT
2678,3.34,LTRX
2679,7.15,UBX
2680,25.4,PSA-G
2681,111.67,RL
2682,97.58,FEUL
2683,10.035,NTG
2684,25.475,BBT-D
2685,50.16,L
2686,162.09,DEO
2687,10.105,FOLD
2688,14.98,NKX
2689,112.22,UMDD
2690,21.825,EEH
2691,25.96,ECCX
2692,41.725,CBF
2693,18.22,WBIC
2694,32.0,DXGE
2695,47.39,QDEF
2696,3.78,KCAP
2697,26.13,APO-A
2698,68.6,ILTB
2699,111.67,FCN
2700,23.005,KRA
2701,3.395,AUXO
2702,5.11,ORGO
2703,51.28,SRCE
2704,10.72,ARAV
2705,31.94,DGLD
2706,4.045,ECA
2707,36.19,WERN
2708,36.12,IFLY
2709,0.3103,APHB
2710,52.115,IUSB
2711,0.2805,WINRW
2712,38.195,T
2713,15.215,MYJ
2714,1.11,TDW+B
2715,32.935,FMAT
2716,20.755,BGSF
2717,42.57,CUK
2718,0.6,THWWW
2719,7.8,GZT
2720,118.055,ETR
2721,20.655,POT
2722,21.77,BOTZ
2723,160.205,VTI
2724,2.175,AR
2725,2.99,FCSC
2726,9.025,CIC
2727,3.025,BKTI
2728,32.29,CIZ
2729,0.92,FG+
2730,5.41,ABIO
2731,61.205,VZ
2732,18.5,NBR-A
2733,6.62,GNRT
2734,21.71,FLCH
2735,17.3,PAA
2736,147.98,SPOT
2737,2.845,NEPT
2738,0.4625,GSAT
2739,351.11,TREE
2740,6.965,GSKY
2741,6.47,ADMS
2742,25.45,SNV-C
2743,16.62,DVHL
2744,24.83,OEUR
2745,0.5171,BIOL
2746,27.06,KSU-
2747,4.055,BNED
2748,45.92,PTR
2749,10.9,RBKB
2750,9.915,SIC
2751,9.645,PCG
2752,24.89,CHFN
2753,27.59,FTVA
2754,0.7105,WRN
2755,0.25,RSLS
2756,53.1,QTS
2757,12.725,LABD
2758,11.64,TPGE=
2759,4.45,VOC
2760,31.395,ALLO
2761,26.245,MET-E
2762,10.745,BSBR
2763,22.085,DVOL
2764,0.2322,ROYT
2765,13.255,EVG
2766,4.64,PXJ
2767,10.475,DRH
2768,6.885,GOV
2769,106.54,ATO
2770,10.385,AHP
2771,4.825,CLNY
2772,14.74,MUA
2773,0.3,ALACR
2774,2.035,EGY
2775,17.67,PCG-H
2776,0.92,GIG+
2777,16.3,EGIF
2778,22.1,EEMD
2779,16.9,CSTR
2780,38.25,PBH
2781,111.0,RZG
2782,14.09,HT
2783,28.83,PICK
2784,25.32,PSB-W
2785,7.255,CBB
2786,27.4,TTTN
2787,25.4,COF-D
2788,6.98,GDXS
2789,23.05,GVAL
2790,0.3475,UTG^
2791,1.495,TTS
2792,30.98,EDIT
2793,5.15,TI.A
2794,0.1,BHACR
2795,57.075,IPE
2796,25.2,BRF
2797,52.98,NEP
2798,97.36,KMX
2799,83.86,SEDG
2800,24.465,RSX
2801,39.54,KFY
2802,6.69,MESO
2803,14.755,GPRE
2804,25.315,AFGE
2805,25.145,JPM-E
2806,10.5,ALGRU
2807,0.01,BTX+
2808,25.23,LDRI
2809,24.145,SFIX
2810,5.655,HOME
2811,26.46,DDIV
2812,77.47,PLXS
2813,93.08,CPK
2814,70.61,SYV
2815,0.9186,KIRK
2816,0.5401,ANFI
2817,2.105,JE
2818,54.805,PBE
2819,2.94,TPHS
2820,0.3247,SNSS
2821,10.675,PRMW
2822,72.57,BDC-B
2823,152.8,KWR
2824,16.6,SSRM
2825,0.4,MYNDW
2826,25.36,HBHCL
2827,4.15,LLNW
2828,37.35,PRNB
2829,47.945,MU
2830,49.8,FLM
2831,35.02,TCI
2832,3.95,IMRN
2833,23.09,STK
2834,0.55,FMCIW
2835,229.34,LULU
2836,7.49,RVSB
2837,154.555,MORN
2838,29.32,CTB
2839,19.165,DOC
2840,60.555,BWXT
2841,22.88,IEIH
2842,1.135,DHXM
2843,8.49,NIU
2844,6.795,CDE
2845,12.44,SAMG
2846,36.965,SPLG
2847,8.61,JEMD
2848,13.255,RTRX
2849,36.925,SCSC
2850,75.98,CHRW
2851,64.41,KOD
2852,23.285,PKBK
2853,24.0,CLNS-G
2854,50.705,SFIG
2855,12.9,BWB
2856,23.755,HCM
2857,10.9,CTAC
2858,28.91,TLK
2859,8.32,PLLL
2860,19.825,PAAS
2861,25.79,IVR-A
2862,54.355,GTO
2863,50.5,JPMB
2864,0.6148,APVO
2865,121.645,ZTS
2866,38.95,TCBK
2867,37.445,PHO
2868,2.405,POLA
2869,11.1,CRD.A
2870,8.235,SBGL
2871,0.7101,SPCB
2872,21.4,CTRE
2873,77.955,EQL
2874,4.275,SELF
2875,3761.31,NVR
2876,10.93,SIJ
2877,15.22,SWCH
2878,222.645,BRK.B
2879,16.535,OPP
2880,25.76,PBC
2881,83.27,NVCR
2882,29.99,MGP
2883,2.96,AGTC
2884,69.85,UJB
2885,10.53,BCAC
2886,9.98,SPAQ=
2887,4.125,ELVT
2888,3.12,CTEK
2889,77.23,WAB
2890,56.735,VGK
2891,3.38,OESX
2892,0.36,MFAC+
2893,1.785,JMEI
2894,37.83,GNCMA
2895,174.95,VO
2896,4.095,NEWA
2897,20.465,KREF
2898,32.35,YLDE
2899,59.47,IPAC
2900,25.88,DLR-I
2901,4.105,SHLO
2902,20.38,EMFM
2903,38.87,RMAX
2904,0.5675,BKYI
2905,29.1,BECN
2906,25.165,WFC-P
2907,22.145,ON
2908,9.985,TWLV
2909,26.37,GUSH
2910,13.685,VIV
2911,17.34,OSPN
2912,190.98,NSC
2913,28.97,NOAH
2914,25.285,IBDL
2915,2.435,TXMD
2916,19.39,SPFI
2917,83.84,QCOM
2918,30.635,NURE
2919,156.38,DGAZ
2920,50.43,MO
2921,3.415,PIRS
2922,4.82,PCYG
2923,21.955,KELYA
2924,0.5662,FCEL
2925,4.435,USAT
2926,92.31,LPLA
2927,56.14,DAL
2928,8.22,TPIV
2929,31.51,ELAN#
2930,25.325,SAR
2931,54.48,VXUS
2932,100.0,ZXIET
2933,23.65,LNGR
2934,21.42,UBOH
2935,24.69,PFFD
2936,7.11,PMBC
2937,3.37,MYSZ
2938,25.05,EQCO
2939,43.03,ARMK
2940,41.4,AIMCV
2941,29.43,SPAB
2942,19.29,FSTR
2943,115.935,ADI
2944,32.87,TPAY
2945,0.68,INDUW
2946,68.32,ALK
2947,54.535,MOAT
2948,3.67,ACER
2949,0.516,AAU
2950,47.74,AUSE
2951,0.152,YTEN
2952,33.66,BAC
2953,5.145,FI
2954,24.995,AED*
2955,25.58,PSQ
2956,14.5,AMTBB
2957,30.5,IIPR-A
2958,25.67,OCCIP
2959,0.468,DFFN
2960,47.325,CBG
2961,39.22,NCOM
2962,10.5,TPGH
2963,123.97,VXF
2964,17.51,TYBS
2965,18.685,VRS
2966,1930.255,BKNG
2967,32.9,SBB
2968,84.02,ONEV
2969,53.385,OMAB
2970,36.47,ABTX
2971,23.625,ANCX
2972,19.32,LOB
2973,25.23,RBS-L*
2974,5.21,EPM
2975,0.0597,NXTDW
2976,29.24,DGP
2977,21.55,EFU
2978,25.44,JMPD
2979,60.05,PRO
2980,50.05,EP-C
2981,29.68,LK
2982,19.21,FLGR
2983,334010.0,BRK.A
2984,77.79,JOUT
2985,34.22,CNK
2986,42.67,OTEX
2987,12.7,ISDR
2988,8.195,HLIT
2989,146.23,CRL
2990,15.9,USAG
2991,26.44,FDUSZ
2992,4.895,ATRS
2993,10.41,WRLSU
2994,15.79,PFD
2995,10.505,GSHT
2996,2.42,MIND
2997,25.55,SCA
2998,26.05,FCA
2999,83.66,KEX
3000,14.97,FFNW
3001,63.47,GHDX
3002,95.36,IWC
3003,69.5,XOM
3004,56.29,ENZL
3005,3.16,XYN
3006,2.95,PBTS
3007,24.24,EXA
3008,151.79,MSTR
3009,26.305,FSMD
3010,29.785,HAUZ
3011,25.54,AXNX
3012,0.97,ITP
3013,44.78,CORR
3014,25.1,KYN-F
3015,23.56,HFFG
3016,30.01,BPRN
3017,14.72,BVN
3018,26.18,CZNC
3019,0.18,BCACW
3020,0.4753,HTBX
3021,8.775,EQT
3022,20.88,GXF
3023,31.1,YAO
3024,31.8,DTEC
3025,6.575,VFF
3026,25.0,FLCA
3027,21.61,HPF
3028,11.09,ZTR
3029,16.185,BANC
3030,1.02,TDW+
3031,25.775,SCHW-C
3032,2.885,ARAY
3033,25.53,GSL-B
3034,64.84,XTL
3035,45.395,MCRI
3036,0.205,ENRJ
3037,64.17,LVS
3038,67.6,NEOG
3039,54.22,ROCK
3040,79.97,OMC
3041,25.47,SUSB
3042,1.38,ATOS
3043,25.45,CMRE-D
3044,71.12,EFAX
3045,19.92,JHX
3046,57.89,IGIB
3047,0.2188,EMES
3048,65.27,SNE
3049,11.015,TMCX
3050,3.58,HBM
3051,17.13,OXFD
3052,4.85,INWK
3053,33.54,GHS
3054,36.55,WAFD
3055,7.97,JCS
3056,17.095,RLJ
3057,23.99,DIVA
3058,52.07,VSGX
3059,28.44,BMA
3060,0.8982,SDPI
3061,45.45,AZZ
3062,15.815,OMP
3063,54.76,ARKW
3064,7.23,TAST
3065,20.465,OZM
3066,9.29,TA
3067,25.39,MER-P*
3068,7.105,SMM
3069,5.455,PPT
3070,31.825,BHLB
3071,2.6,DDE
3072,56.8,INTC
3073,33.265,HR
3074,39.44,OVBC
3075,289.16,VOO
3076,19.875,MTGE
3077,12.64,CRCM
3078,3.28,CRHM
3079,22.125,IMOS
3080,40.71,HP
3081,25.53,GNT-A
3082,217.94,AVXS
3083,53.075,LEG
3084,110.5,CPT
3085,18.095,OB
3086,0.5107,KOPN
3087,29.27,HACV
3088,4.3,EVSI
3089,12.59,EMI
3090,321.37,GWW
3091,5.15,MNTX
3092,1.65,SKYS
3093,137.595,GLD
3094,50.85,EMTL
3095,14.335,SITC
3096,3.165,CLMT
3097,24.675,PRIF-A
3098,8.045,DSM
3099,21.95,LALT
3100,131.82,FRT
3101,9.08,PPIH
3102,15.85,PSTL
3103,70.075,EPR
3104,81.15,PCAR
3105,2.04,SFUN
3106,28.225,CWAY
3107,14.775,ARDC
3108,9.065,MVF
3109,71.76,ENV
3110,20.145,GGM
3111,39.92,BHF
3112,34.4,BOFI
3113,15.61,ACRE
3114,20.74,ESP
3115,0.7301,AZRX
3116,37.87,KORS
3117,36.15,EXT
3118,11.43,CNACU
3119,23.83,AUDC
3120,25.27,CTX*
3121,29.275,UNM
3122,23.74,SGDM
3123,25.475,STM
3124,103.57,CRI
3125,52.39,ULVM
3126,21.95,MLPG
3127,25.55,QDIV
3128,2.97,VERI
3129,1.875,CXDC
3130,4.59,DRD
3131,19.06,BHR-B
3132,44.535,SLF
3133,3.07,CIG
3134,5.365,XON
3135,22.43,USOU
3136,9.015,F
3137,25.625,NLY-F
3138,87.605,VLUE
3139,23.77,EWV
3140,18.74,TERM
3141,1.76,EVK
3142,11.315,UPWK
3143,12.23,MGYR
3144,1.32,CETX
3145,18.75,PINS
3146,166.31,WDAY
3147,10.09,SAMA
3148,25.6,TDJ
3149,34.935,CTRP
3150,8.55,DDD
3151,30.36,XLF
3152,12.405,NBO
3153,14.685,CVA
3154,26.56,ENBA
3155,24.36,VMOT
3156,7.33,KONE
3157,9.945,CRSA
3158,0.7,CEI
3159,42.5,CVI
3160,4.665,CPRX
3161,126.06,UGLD
3162,12.225,EVRI
3163,2.28,MTC
3164,5.06,TLC
3165,9.66,SRUNU
3166,8.03,LIVE
3167,7.41,NM-H
3168,24.4,NTCT
3169,21.41,BSCO
3170,29.955,DDWM
3171,119.96,LBRDK
3172,25.07,CNOB
3173,53.08,PAF
3174,20.365,SJR
3175,13.075,CS
3176,14.42,DJCI
3177,1221.14,CCI-A
3178,40.225,EWT
3179,6.9,ASV
3180,12.705,CORI
3181,21.94,CHGX
3182,47.97,ARRY
3183,5.69,HDGE
3184,10.15,HHHH
3185,0.361,SOLOW
3186,29.785,FDEF
3187,1.81,MOSY
3188,0.0025,C+A
3189,21.085,BSCJ
3190,25.3,TCCA*
3191,40.32,DXPE
3192,38.08,TLND
3193,21.435,IGI
3194,15.41,FARM
3195,29.43,HACW
3196,24.875,JHG
3197,1.82,PNRL
3198,30.335,AXTA
3199,111.24,KALU
3200,131.37,CHDN
3201,23.81,SBBX
3202,17.06,AIQ
3203,19.675,RDNT
3204,25.48,DTK
3205,0.225,TZACW
3206,8.645,ITUB
3207,42.12,BFOR
3208,2.11,PRPO
3209,9.585,BDJ
3210,1018.38,MTB-
3211,149.89,PNRG
3212,21.7,ACU
3213,24.97,QQQC
3214,25.97,BRG-D
3215,7.3,DEPO
3216,26.14,AGNCN
3217,25.01,AIB*
3218,46.95,RARX
3219,21.97,RBNC
3220,0.4001,HAIR
3221,50.25,AADR
3222,150.65,JKHY
3223,27.34,NI-B
3224,23.07,RUTH
3225,27.29,CEE
3226,62.25,HES
3227,3.525,PTI
3228,22.545,KW
3229,30.34,DFND
3230,9.76,PYN
3231,0.1908,TTNP
3232,0.45,BROGW
3233,10.29,ALAC
3234,22.24,MS-A
3235,0.264,GALE
3236,7.595,EMO
3237,28.37,AHGP
3238,44.58,YORW
3239,75.475,NEE-Q
3240,0.09,DXTR
3241,6.03,ETON
3242,82.05,GATX
3243,15.8,GNFT
3244,65.99,QURE
3245,2.95,ALPN
3246,1339.61,GOOGL
3247,1.23,INOD
3248,58.75,LEN
3249,1.765,OIIM
3250,25.45,LMRKO
3251,50.71,QABA
3252,18.56,ICB
3253,25.58,TWO-C
3254,27.44,HUSV
3255,18.725,AES
3256,15.4,ACMR
3257,25.0,CTBB
3258,0.09,OTLKW
3259,5.285,BE
3260,12.075,AWF
3261,38.985,SPTM
3262,11.0,JDD
3263,4.24,MRSN
3264,103.915,DVY
3265,39.985,WMK
3266,4.7,FINZ
3267,1145.7,DHR-A
3268,21.025,ELY
3269,15.975,VNM
3270,63.29,BKI
3271,13.05,FRA
3272,27.18,AQNA
3273,7.265,GSIT
3274,12.53,SSBI
3275,39.09,KNOW
3276,19.035,WTW
3277,2.67,VISI
3278,0.39,DNJR
3279,84.295,SPR
3280,29.18,JHMD
3281,35.105,PBA
3282,143.31,SSO
3283,84.305,DFS
3284,40.45,TIG
3285,2.245,WPRT
3286,1.33,RVP
3287,11.27,LBC
3288,85.24,THD
3289,4.24,EQ
3290,30.72,IPO
3291,7.355,CJ
3292,100.11,OPER
3293,35.48,SYKE
3294,56.405,IDEV
3295,27.36,GAA
3296,2.875,WKHS
3297,13.355,HMTV
3298,27.31,SPDV
3299,55.61,SPSC
3300,7.56,ATAX
3301,88.715,LOPE
3302,3.0,XGTIW
3303,6.315,AVDL
3304,4.5,EXFO
3305,24.42,CVG
3306,31.28,FDC
3307,83.78,WELL
3308,8.675,CALL
3309,40.92,FNDB
3310,25.615,STAR-D
3311,43.465,UGI
3312,32.895,ARES
3313,94.425,XBI
3314,39.45,PGJ
3315,17.02,NRE
3316,68.51,FXA
3317,37.68,EVER
3318,6.225,EVF
3319,1.83,VHI
3320,24.955,PRSP#
3321,4.795,QD
3322,24.255,EPI
3323,20.385,LNTH
3324,43.8,MYY
3325,20.16,NLSN
3326,15.65,TPH
3327,87.8,SPXB
3328,25.805,WFC-V
3329,24.99,DTK*
3330,25.47,GECCM
3331,10.53,SCACU
3332,37.21,LRGE
3333,19.635,AABA
3334,27.485,KR
3335,10.065,MDRX
3336,28.835,CCBG
3337,46.8,AOS
3338,33.21,FNDC
3339,24.705,IOVA
3340,40.48,EDZ
3341,1.17,PTIE
3342,311.87,ESS
3343,1.22,AXON
3344,14.1,NOM
3345,25.375,STT-E
3346,25.205,NYMTN
3347,57.59,XL
3348,19.88,FPE
3349,0.41,HGT
3350,17.325,AGNC
3351,132.77,RGI
3352,1.13,BTE
3353,36.765,HURC
3354,19.825,AVHI
3355,31.17,GWL
3356,1.42,EAGLW
3357,10.32,TEO
3358,14.115,BFK
3359,902.905,IRDMB
3360,15.72,MFNC
3361,359.925,UHAL
3362,0.9801,EVOL
3363,26.78,DIVY
3364,47.98,GSEW
3365,25.49,JHEM
3366,15.945,TDW
3367,6.8,REDU
3368,25.24,SBNA
3369,179.33,SHPG
3370,8.425,EAD
3371,3.345,KERX
3372,28.36,ESML
3373,25.25,C-C
3374,7.04,CMFN
3375,50.61,SMMU
3376,16.21,BHV
3377,5.91,SGY+
3378,37.115,CHT
3379,8.06,ATLC
3380,13.295,SONO
3381,8.885,TEI
3382,0.492,CHKR
3383,1.44,OMAD+
3384,39.37,SYLD
3385,70.08,IAK
3386,6.6,BPT
3387,113.91,ROST
3388,68.3,ZIV
3389,18.97,PKD
3390,3.85,LAZY
3391,20.93,BSCR
3392,115.86,BIDU
3393,7.65,BRACU
3394,37.0,SFBS
3395,76.565,AGCO
3396,13.725,CFBK
3397,10.91,FRBA
3398,7.96,CMCL
3399,2.87,CLPS
3400,35.25,STNG
3401,171.3,ALGT
3402,0.191,CXRX
3403,41.925,INCO
3404,26.58,FMAO
3405,22.73,STXB
3406,26.1,CAI-A
3407,4.42,WTI
3408,6.305,NEWM
3409,107.505,EXR
3410,49.935,PWB
3411,56.95,UEIC
3412,8.0,CRT
3413,50.585,VEC
3414,16.62,WBK
3415,14.21,BAC+A
3416,0.2201,APRI
3417,25.84,SFB
3418,33.77,AIMC
3419,25.22,SLTB
3420,22.385,SNDR
3421,13.59,SGF
3422,24.5,OXSQZ
3423,26.575,LDP
3424,47.72,GLU-A
3425,90.12,EHTH
3426,172.88,FIEE
3427,223.66,SOXL
3428,314.78,SPY
3429,3.76,VTSI
3430,37.55,EQRR
3431,26.08,LMRKP
3432,0.3915,KMPH
3433,27.25,HEWC
3434,4.575,BBX
3435,59.95,EQWL
3436,24.86,GDG
3437,101.16,BLV
3438,18.495,BY
3439,25.2,NNN-E
3440,22.67,EGOV
3441,63.09,EVRG
3442,6.53,ARDX
3443,54.85,ORCL
3444,9.87,RMG
3445,40.45,PSN
3446,25.46,RF-A
3447,4.315,SMED
3448,33.38,FDP
3449,99.77,SMLV
3450,27.805,ORIG
3451,165.26,DE
3452,20.91,FLAX
3453,6.22,ACY
3454,41.385,DGRO
3455,21.545,FFC
3456,12.425,CARS
3457,0.552,NVUS
3458,11.0,OSPRU
3459,4.58,SYRS
3460,3.235,DHX
3461,9.78,KBLM
3462,15.395,LIND
3463,5.42,IAF
3464,31.0,TOWR
3465,5.47,WEAT
3466,48.975,SHYL
3467,18.22,EFC
3468,60.06,PXMG
3469,36.055,HAP
3470,50.555,TFI
3471,21.39,HFXI
3472,25.87,FRC-G
3473,39.75,FBNC
3474,80.26,WING
3475,24.72,CYS-B
3476,16.46,HIPS
3477,23.02,ADNT
3478,41.84,PMR
3479,21.545,AEGN
3480,19.86,WBB
3481,25.0,MP-D*
3482,12.0,TBRGU
3483,1.2,DFBHW
3484,1.9,SOLO
3485,42.11,FTLS
3486,53.61,MGA
3487,33.12,TBLU
3488,42.37,ITEQ
3489,6.92,CCNI
3490,25.62,PSA-F
3491,45.04,BMRC
3492,3.07,PRTK
3493,6.495,BKS
3494,2.26,TBRGW
3495,0.7502,SMRT
3496,10.55,TDAC
3497,45.505,GSK
3498,73.95,GH
3499,3.81,SSLJ
3500,5.01,ARDS
3501,108.135,BOND
3502,9.185,LL
3503,60.42,WTRU
3504,41.24,OZRK
3505,0.754,CCCL
3506,4.465,AEG
3507,14.04,USAP
3508,79.275,VT
3509,50.74,TRP
3510,0.28,RXIIW
3511,6.5,SFS
3512,9.74,DFBH
3513,20.065,BNO
3514,2.56,CLDX
3515,31.86,EWRE
3516,8.61,EBR
3517,26.86,FTXO
3518,89.25,SITE
3519,21.3,RNSC
3520,118.21,UDOW
3521,20.17,FBIOP
3522,39.335,BTI
3523,23.19,NS-A
3524,9.09,INB
3525,127.03,QTS-B
3526,0.39,LPCN
3527,25.275,HPT
3528,61.61,LPT
3529,24.98,PSA-Y*
3530,16.63,VIRT
3531,8.18,RBCN
3532,1.185,NTRP
3533,33.2,HYLD
3534,2.74,ATIF
3535,0.0424,INPX
3536,2.61,LAIX
3537,53.34,UVV
3538,16.68,SHBI
3539,35.83,MLR
3540,13.835,BNJ
3541,10.415,TIBR
3542,16.19,MPV
3543,25.77,SHO-F
3544,98.5,VRTSP
3545,48.53,DPST
3546,28.8,LPX
3547,44.98,MHO
3548,21.195,GDV
3549,9.59,TLI
3550,20.54,KANG
3551,25.33,EAB
3552,51.905,CWT
3553,1.75,KFS
3554,166.43,IYJ
3555,26.05,DFVS
3556,41.91,FNDX
3557,106.66,QRVO
3558,27.35,NUDM
3559,11.67,NORW
3560,50.84,VBND
3561,10.58,GIG=
3562,11.13,DWAT
3563,0.6,MRDN
3564,129.45,IVOV
3565,25.44,HCAPZ
3566,8.315,OXLC
3567,4.58,MGF
3568,22.93,GTHX
3569,6.12,FRD
3570,25.09,TNP-C
3571,37.06,EQLT
3572,0.09,KBLMW
3573,106.945,SDY
3574,12.67,VGI
3575,53.92,IGN
3576,14.075,SHO
3577,2.05,DYY
3578,11.925,WIA
3579,39.01,OXY
3580,10.62,HONE
3581,7.315,MITK
3582,13.71,GPIC
3583,18.92,BKJ
3584,20.805,CCD
3585,0.01,STNLW
3586,76.425,USNA
3587,16.59,MYOV
3588,25.19,CODI-B
3589,95.87,JCOM
3590,26.4,SOXS
3591,7.94,IDYA
3592,26.01,SHO-E
3593,10.025,MNCL
3594,0.3365,CFRX
3595,25.415,DXB
3596,36.04,LVHB
3597,55.92,LUV
3598,2.92,SUP
3599,21.295,USB-H
3600,59.345,ANIP
3601,0.06,LMFAW
3602,20.75,ALBO
3603,523.275,FCNCA
3604,39.26,DYN-A
3605,76.61,DNKN
3606,0.11,ALACW
3607,0.7,DPHCW
3608,14.92,BCTF
3609,9.745,NYNY
3610,34.99,AGX
3611,5.55,IMH
3612,5.025,MMDM
3613,13.26,MFT
3614,0.3322,ZOM
3615,8.705,QRTEA
3616,171.68,LH
3617,25.95,NUEM
3618,22.73,CHUBK
3619,10.345,ASFI
3620,26.2,ASHS
3621,4.24,EVLO
3622,117.35,ALLK
3623,35.005,CIEN
3624,1.715,RSYS
3625,67.9,PRN
3626,13.46,IVH
3627,25.44,CTDD
3628,3.285,APT
3629,1.22,TBLTU
3630,16.04,BLW
3631,11.17,KT
3632,20.98,AMBC
3633,18.985,CCU
3634,33.65,HEWJ
3635,23.53,DCP-C
3636,0.275,BORN
3637,10.59,RUBY
3638,25.8,SRC-A
3639,10.48,GSB
3640,32.32,DHVW
3641,2.165,EXK
3642,13.18,PBD
3643,92.865,IWS
3644,6.895,WOW
3645,15.595,RC
3646,158.74,CSL
3647,80.925,PJC
3648,54.92,PSXP
3649,49.58,STOT
3650,62.54,MTZ
3651,53.855,MDYV
3652,12.05,SOI
3653,95.53,PSR
3654,3.94,BCLI
3655,48.75,CDL
3656,39.07,PINC
3657,24.47,TPS
3658,12.115,MERC
3659,26.26,TPB
3660,5.91,HEBT
3661,1.875,ACRX
3662,25.1,VNOM
3663,22.55,RING
3664,10.265,RPLA=
3665,62.665,CTSH
3666,2.025,FLNT
3667,13.745,WSR
3668,5.26,NMRD
3669,102.35,SMG
3670,34.98,PTHN
3671,36.75,TSE
3672,6.09,MVO
3673,25.16,RBS-S
3674,25.16,CFC-B*
3675,50.305,MLQD
3676,40.715,ZG
3677,10.53,ELEC
